ID	IRAC_Designation	MIPS_Designation	MCPS_ID	IRSF_ID	IRAC_ID	MIPS_ID	OGLE_ID	RA	DEC	U	U_ERR	B	B_ERR	V	V_ERR	I	I_ERR	J	J_ERR	H	H_ERR	K	K_ERR	[3.6]	3.6ERR	[4.5]	4.5ERR	[5.8]	5.8ERR	[8.0]	8.0ERR	[24]	24ERR	ObjId	SSId	NAME	SpClass	RAJ2000	DEJ2000	AOR	PID	PI	Umag	Bmag	Vmag	Imag	OGLE3ID	<Vmag>	<Imag>	IAmp	Per	2MASS	J2mag	H2mag	Ks2mag	IRSF	Jmag	Hmag	Ksmag	IRAC	[3.6]2	[4.5]2	[5.8]2	[8.0]2	F3.6	F4.5	F5.8	F8.0	MIPS24	[24]	F24	MIPS70	[70]	F70	MIPS160	[160]	F160	HERSCHEL	RAHdeg	DEHdeg	F100P	F160P	F250S	F350S	F500S	mbolph	mbolMcD	TeffMcD	Flag	SSID	Name	SSTISAGE	MACHO	Per.1	Per2	u_Per	OGLE	PerO	Class	RAJ	DE
3189917	SSTISAGEMA_J052705.31-693602.7		108703375	1009060046	1540258139	0	1620159285	81.772127	-69.600769	21.05	0.326	18.288	0.073	16.879	0.045	13.873	0.056	12.51	0.01	11.67	0.01	11.35	0.01	11.038	0.05	11.152	0.03	10.933	0.037	10.9	0.052	99.999	99.999																																																																				
12798	SSTISAGEMA_J050847.27-675342.7	SSTM1SAGE1_J050847.32-675342.9	105400334	1004474821	1538112863	1529341691	1608074330	77.196986	-67.89521	99.999	99.999	19.063	0.027	16.2	0.029	13.821	0.038	12.25	0.02	11.33	0.01	10.95	0.02	10.584	0.025	10.767	0.021	10.558	0.029	10.449	0.023	10.08	0.092																																																																				
3816169	SSTISAGEMA_J053408.88-682207.1		110028164	1010946747	1541074650	0	1622817256	83.537016	-68.368643	99.999	99.999	19.186	0.037	16.826	0.026	14.429	0.04	12.67	0.03	11.73	0.03	11.32	0.02	10.951	0.028	11.141	0.025	10.967	0.031	10.839	0.029	99.999	99.999																																																																				
4487722	SSTISAGEMA_J054334.64-710349.9		111612325	1013194128	1541964723	0	1629128259	85.894353	-71.063863	20.383	0.252	18.292	0.032	16.017	0.02	13.927	0.027	12.3	0.01	11.44	0.02	11.08	0.02	10.796	0.029	10.903	0.033	10.795	0.036	10.648	0.036	99.999	99.999																																																																				
27568	SSTISAGEMA_J052839.64-700142.6	SSTM1SAGE1_J052839.75-700143.3	108999371	1009473135	1540445493	1529321753	1619736252	82.165178	-70.028513	19.497	0.167	17.881	0.04	15.835	0.08	13.624	0.046	11.94	0.02	11.02	0.01	10.67	0.02	10.28	0.024	10.457	0.023	10.284	0.025	10.169	0.033	9.82	0.079																																																																				
17008	SSTISAGEMA_J051522.31-705552.8	SSTM1SAGE1_J051522.19-705552.9	106563884	1006089078	1538862606	1529358605	1607245747	78.842975	-70.931355	99.999	99.999	19.204	0.039	16.656	0.048	14.197	0.028	12.47	0.02	11.58	0.01	11.19	0.02	10.78	0.023	10.931	0.022	10.793	0.027	10.636	0.032	10.27	0.098																																																																				
27332	SSTISAGEMA_J052836.77-700847.7	SSTM1SAGE1_J052836.97-700848.9	108992017	1009460108	1540439836	1529395209	1621195500	82.153234	-70.146607	19.45	0.126	18.143	0.073	16.176	0.076	99.999	99.999	12.41	0.02	11.58	0.01	11.23	0.02	10.979	0.022	11.063	0.023	10.94	0.026	10.843	0.025	10.68	0.133																																																																				
22724	SSTISAGEMA_J052314.46-694930.1	SSTM1SAGE1_J052314.53-694929.9	121831396	1008057028	1539799892	1529365559	1620384235	80.810279	-69.825046	19.169	0.209	17.894	0.089	15.862	0.059	13.688	0.068	12.18	0.01	11.32	0.01	10.92	0.01	10.578	0.024	10.667	0.021	10.501	0.025	10.351	0.026	10.35	0.111																																																																				
22724	SSTISAGEMA_J052314.46-694930.1	SSTM1SAGE1_J052314.53-694929.9	121831396	1008057028	1539799892	1529365559	1620384235	80.810279	-69.825046	19.169	0.209	17.894	0.089	15.862	0.059	13.688	0.068	12.18	0.01	11.32	0.01	10.92	0.01	10.578	0.024	10.667	0.021	10.501	0.025	10.351	0.026	10.35	0.111																																																																				
2912943	SSTISAGEMA_J052401.80-693834.4		123518376	1008260969	1539893038	0	1620229278	81.007532	-69.642916	99.999	99.999	19.118	0.126	16.62	0.045	14.548	0.051	12.46	0.02	11.48	0.01	11.09	0.01	10.696	0.025	10.84	0.022	10.678	0.028	10.537	0.043	99.999	99.999																																																																				
2912943	SSTISAGEMA_J052401.80-693834.4		123518376	1008260969	1539893038	0	1620229278	81.007532	-69.642916	99.999	99.999	19.118	0.126	16.62	0.045	14.548	0.051	12.46	0.02	11.48	0.01	11.09	0.01	10.696	0.025	10.84	0.022	10.678	0.028	10.537	0.043	99.999	99.999																																																																				
3628859	SSTISAGEMA_J053157.91-695134.2		117692015	1010366216	1540831790	0	1624581879	82.991312	-69.859505	99.999	99.999	18.175	0.079	16.238	0.045	14.299	0.044	12.78	0.01	11.95	0.02	11.6	0.01	11.278	0.02	11.438	0.023	11.323	0.027	11.167	0.025	99.999	99.999																																																																				
601394	SSTISAGEMA_J045407.71-702440.0		102916583	1001489090	1536815030	0	1615850841	73.532149	-70.411113	99.999	99.999	19.511	0.053	17.196	0.036	14.921	0.042	13.09	0.01	12.2	0.01	11.86	0.01	11.531	0.021	11.673	0.026	11.488	0.025	11.379	0.039	99.999	99.999																																																																				
2086267	SSTISAGEMA_J051447.14-685235.3		106463174	1005945749	1538793256	0	1604972430	78.696442	-68.876493	21.398	0.353	18.916	0.047	16.682	0.035	14.502	0.043	12.94	0.02	12.07	0.01	11.7	0.01	11.343	0.023	11.465	0.026	11.333	0.025	11.128	0.036	99.999	99.999																																																																				
5785	SSTISAGEMA_J045746.09-692316.5	SSTM1SAGE1_J045746.09-692317.0	103475459	1002161043	1537067149	1529283946	1613095115	74.442072	-69.387932	99.999	99.999	18.31	0.036	15.915	0.24	13.589	0.04	11.84	0.01	10.94	0.01	10.44	0.01	9.947	0.023	10.041	0.022	9.892	0.024	9.573	0.027	8.848	0.026																																																																				
3101113	SSTISAGEMA_J052606.56-693859.8		123997756	1008795315	1540141093	0	1620065114	81.527362	-69.649971	99.999	99.999	17.932	0.079	16.263	0.033	14.517	0.149	13.01	0.02	12.2	0.01	11.82	0.01	11.416	0.022	11.47	0.025	11.333	0.024	11.076	0.025	99.999	99.999																																																																				
3101113	SSTISAGEMA_J052606.56-693859.8		123997756	1008795315	1540141093	0	1620065114	81.527362	-69.649971	99.999	99.999	17.932	0.079	16.263	0.033	14.517	0.149	13.01	0.02	12.2	0.01	11.82	0.01	11.416	0.022	11.47	0.025	11.333	0.024	11.076	0.025	99.999	99.999																																																																				
4131976	SSTISAGEMA_J053813.34-685127.4		110733285	1012006037	1541486185	0	1626793535	84.555604	-68.857638	99.999	99.999	19.315	0.039	16.927	0.027	14.788	0.024	13.14	0.02	12.21	0.01	11.79	0.01	11.431	0.02	11.487	0.017	11.336	0.024	11.109	0.027	99.999	99.999																																																																				
18355	SSTISAGEMA_J051715.35-694009.4	SSTM1SAGE1_J051715.36-694009.5	117226633	1006560903	1539087007	1529311953	1602621697	79.313979	-69.669291	99.999	99.999	19.38	0.043	16.026	0.063	13.817	0.081	12.2	0.01	11.23	0.01	10.74	0.01	10.241	0.022	10.403	0.022	10.324	0.028	10.038	0.028	9.658	0.061																																																																				
22897	SSTISAGEMA_J052317.45-692926.6	SSTM1SAGE1_J052317.57-692927.6	107999969	1008070503	1539805833	1529355654	1619520292	80.822744	-69.490724	99.999	99.999	18.968	0.089	16.558	0.094	14.272	0.042	12.73	0.01	11.78	0.01	11.34	0.01	10.87	0.021	10.96	0.018	10.855	0.025	10.636	0.022	10.24	0.113																																																																				
76450	SSTISAGEMA_J052652.33-694401.4	SSTM1SAGE1_J052652.32-694401.7	0	1009002359	1540232343	1529327146	1620008888	81.718042	-69.733727	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.41	0.01	11.54	0.01	10.97	0.01	10.419	0.022	10.475	0.025	10.308	0.025	9.97	0.03	9.898	0.071																																																																				
18199	SSTISAGEMA_J051701.32-681402.8	SSTM1SAGE1_J051701.40-681403.0	106849414	1006503802	1539058965	1529311598	1602122668	79.255536	-68.234132	99.999	99.999	19.981	0.116	16.509	0.029	13.684	0.042	12.56	0.02	11.51	0.01	10.85	0.02	10.217	0.022	10.263	0.023	10.236	0.026	9.888	0.029	9.652	0.053																																																																				
21718	SSTISAGEMA_J052152.89-694518.9	SSTM1SAGE1_J052152.90-694519.5	107701748	1007714930	1539638500	1529290234	1602457177	80.470403	-69.755269	99.999	99.999	19.48	0.102	16.633	0.058	14.017	0.235	12.32	0.02	11.24	0.01	10.68	0.01	10.118	0.029	10.225	0.026	10.068	0.03	9.652	0.032	9.109	0.041																																																																				
3157330	SSTISAGEMA_J052643.75-701417.2		115311448	1008963579	1540215387	0	1621090835	81.682326	-70.238121	18.448	0.069	17.805	0.054	16.04	0.069	13.923	0.05	12.57	0.03	11.59	0.01	11.08	0.02	10.533	0.024	10.615	0.02	10.528	0.024	10.315	0.025	99.999	99.999																																																																				
66759	SSTISAGEMA_J053150.87-701850.3	SSTM1SAGE1_J053151.17-701848.9	0	1010334422	1540818374	1529311129	1625442921	82.961974	-70.313982	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.18	0.02	11.23	0.02	10.73	0.02	10.265	0.019	10.327	0.017	10.221	0.024	9.834	0.023	9.644	0.092																																																																				
3788535	SSTISAGEMA_J053349.32-692106.9		109969651	1010861495	1541039237	0	1623131868	83.455509	-69.351921	99.999	99.999	19.478	0.058	17.229	0.043	14.203	0.042	12.63	0.01	11.56	0.01	11.02	0.01	10.501	0.022	10.553	0.022	10.51	0.024	10.035	0.028	99.999	99.999																																																																				
28341	SSTISAGEMA_J053034.96-701206.5	SSTM1SAGE1_J053035.05-701205.8	121122505	1009990871	1540671581	1529322608	1625272799	82.645671	-70.20181	99.999	99.999	18.127	0.052	15.889	0.065	13.742	0.233	12.29	0.03	11.4	0.02	11.02	0.02	10.571	0.024	10.641	0.027	10.495	0.024	10.349	0.026	9.832	0.063																																																																				
9541	SSTISAGEMA_J050417.30-714414.5	SSTM1SAGE1_J050417.33-714414.4	120168443	1003448199	1537641162	1529306900	0	76.072123	-71.737367	99.999	99.999	20.866	0.101	17.315	0.037	14.197	0.04	12.6	0.01	11.48	0.01	10.639	0.026	10.122	0.04	10.319	0.027	10.412	0.036	9.569	0.054	9.559	0.041																																																																				
26009	SSTISAGEMA_J052730.33-693754.6	SSTM1SAGE1_J052730.35-693754.8	121256173	1009169764	1540308046	1529281968	1620106280	81.876405	-69.631846	19.939	0.223	19.225	0.104	16.618	0.04	13.356	0.053	11.93	0.01	10.85	0.01	10.079	0.023	9.53	0.022	9.756	0.019	9.712	0.029	9.114	0.025	8.74	0.036																																																																				
24152	SSTISAGEMA_J052510.87-693326.6	SSTM1SAGE1_J052510.78-693327.1	119746257	1008552923	1540030173	1529369686	1620347243	81.295309	-69.557402	99.999	99.999	18.865	0.064	16.474	0.069	14.044	0.04	12.38	0.02	11.46	0.02	11	0.01	10.646	0.018	10.752	0.02	10.65	0.022	10.349	0.023	10.39	0.094																																																																				
17726	SSTISAGEMA_J051603.16-674306.7	SSTM1SAGE1_J051603.19-674307.8	113079672	1006259111	1538942750	1529314869	1604376012	79.013179	-67.718541	99.999	99.999	20.791	0.118	17.261	0.059	14.108	0.039	12.32	0.02	11.28	0.02	10.598	0.025	10.127	0.023	10.271	0.021	10.314	0.03	9.706	0.03	9.709	0.065																																																																				
13510	SSTISAGEMA_J050930.31-685421.7	SSTM1SAGE1_J050930.22-685422.0	105528694	1004653981	1538191744	1529278171	1608406002	77.376317	-68.906038	99.999	99.999	18.975	0.08	15.904	0.039	13.467	0.04	12.01	0.02	10.94	0.02	10.34	0.02	9.661	0.016	9.81	0.017	9.748	0.02	9.267	0.027	8.492	0.039																																																																				
17197	SSTISAGEMA_J051511.20-681315.6	SSTM1SAGE1_J051511.23-681315.6	116126117	1006044018	1538840634	1529321292	1604647948	78.796673	-68.221013	99.999	99.999	20.582	0.174	17.206	0.139	14.343	0.061	12.67	0.02	11.63	0.01	11.03	0.02	10.246	0.028	10.311	0.023	10.279	0.025	9.987	0.022	9.813	0.068																																																																				
14202	SSTISAGEMA_J051118.85-681728.2	SSTM1SAGE1_J051118.85-681729.1	105851554	1005092655	1538393581	1529291086	1604901590	77.828564	-68.29119	99.999	99.999	21.025	0.097	17.027	0.043	13.823	0.05	12.35	0.01	11.23	0.01	10.51	0.02	9.719	0.024	9.951	0.023	10.029	0.027	9.404	0.03	9.134	0.051																																																																				
10889	SSTISAGEMA_J050547.97-692151.1	SSTM1SAGE1_J050548.16-692152.2	104878469	1003789167	1537794924	1529341050	1609729909	76.449877	-69.364201	17.699	0.051	17.228	0.085	15.207	0.105	15.603	0.11	12.45	0.02	11.53	0.02	11.11	0.02	10.696	0.025	10.751	0.026	10.598	0.028	10.407	0.032	10.07	0.086																																																																				
41576	SSTISAGEMA_J055306.95-705315.6	SSTM1SAGE1_J055306.91-705315.9	100171445	1014652707	1542591561	1529272706	1633781081	88.278986	-70.887682	19.963	0.214	19.992	0.05	16.854	0.024	13.949	0.04	11.95	0.01	10.86	0.02	10.21	0.01	9.457	0.072	9.659	0.026	9.69	0.039	9.063	0.032	7.889	0.031																																																																				
27633	SSTISAGEMA_J052923.09-692406.6	SSTM1SAGE1_J052923.10-692406.9	123936508	1009666277	1540531318	1529282482	1623466346	82.346234	-69.401843	99.999	99.999	19.625	0.07	16.678	0.052	13.802	0.042	11.97	0.02	10.83	0.03	10.324	0.021	9.796	0.025	9.968	0.021	9.901	0.027	9.338	0.025	8.77	0.033																																																																				
40324	SSTISAGEMA_J055017.53-710109.3	SSTM1SAGE1_J055017.37-710108.6	112598345	1014364895	1542446710	1529318050	1632139607	87.573071	-71.019277	99.999	99.999	19.673	0.052	16.751	0.024	13.954	0.035	12.19	0.02	11.15	0.02	10.61	0.03	10.08	0.025	10.211	0.019	10.164	0.024	9.749	0.026	9.762	0.066																																																																				
30528	SSTISAGEMA_J053302.28-705101.5	SSTM1SAGE1_J053302.42-705101.0	122667609	1010655041	1540952392	1529360629	1625929840	83.259502	-70.850427	99.999	99.999	19.072	0.059	16.863	0.056	14.418	0.037	12.89	0.01	11.91	0.01	11.38	0.01	10.923	0.031	11.002	0.032	10.976	0.032	10.537	0.028	10.29	0.085																																																																				
48532	SSTISAGEMA_J052240.06-653311.2	SSTM1SAGE1_J052240.02-653310.2	0	0	1539732366	1529274107	0	80.666925	-65.553135	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.073	0.024	10.883	0.022	10.174	0.021	9.52	0.027	9.8	0.02	9.909	0.038	9.176	0.034	8.091	0.023																																																																				
57401	SSTISAGEMA_J050632.90-694709.1	SSTM1SAGE1_J050632.84-694709.6	0	1003957934	1537872714	1529294301	1610038598	76.637116	-69.785883	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.15	0.01	11.1	0.01	10.52	0.02	9.911	0.026	10.035	0.023	9.954	0.027	9.486	0.028	9.239	0.045																																																																				
39662	SSTISAGEMA_J054717.41-690957.9	SSTM1SAGE1_J054717.48-690957.8	117154348	1013865354	1542252337	1529294988	1630669946	86.822578	-69.166088	99.999	99.999	21.195	0.097	17.255	0.042	14.481	0.039	12.61	0.02	11.49	0.01	10.615	0.019	10.109	0.023	10.24	0.023	10.13	0.026	9.628	0.027	9.261	0.05																																																																				
11628	SSTISAGEMA_J050727.29-684550.3	SSTM1SAGE1_J050727.18-684550.5	117100127	1004159676	1537968947	1529307547	1608482563	76.863729	-68.763999	99.999	99.999	19.92	0.086	16.19	0.059	13.879	0.035	12.86	0.01	11.8	0.01	11.07	0.01	10.52	0.02	10.343	0.018	10.327	0.025	9.995	0.02	9.572	0.075																																																																				
6508961	SSTISAGEMA_J053351.10-733934.2		0	0	1541042433	0	0	83.46292	-73.65951	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.803	0.025	11.949	0.028	11.573	0.023	11.303	0.04	11.193	0.034	10.949	0.038	10.964	0.043	99.999	99.999																																																																				
23271	SSTISAGEMA_J052325.45-700020.0	SSTM1SAGE1_J052325.53-700020.4	114606536	1008104962	1539821660	1529299012	1620752965	80.856057	-70.005577	99.999	99.999	17.502	0.139	15.613	0.072	13.689	0.044	12.16	0.01	11.29	0.01	10.89	0.02	10.495	0.024	10.543	0.025	10.43	0.027	10.209	0.028	9.37	0.049																																																																				
17309	SSTISAGEMA_J051514.16-684842.7	SSTM1SAGE1_J051514.06-684844.1	106540151	1006056174	1538846397	1529295246	1604972405	78.809003	-68.811885	99.999	99.999	19.468	0.078	16.554	0.041	13.812	0.035	12.18	0.01	11.17	0.01	10.58	0.01	9.958	0.023	10.147	0.022	10.109	0.035	9.644	0.028	9.268	0.053																																																																				
60046	SSTISAGEMA_J052729.57-701449.4	SSTM1SAGE1_J052729.53-701449.1	0	1009166404	1540306491	1529299382	1621107822	81.873215	-70.247074	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.58	0.02	11.42	0.01	10.62	0.02	9.886	0.026	10.029	0.022	9.972	0.023	9.496	0.025	9.38	0.049																																																																				
17784	SSTISAGEMA_J051542.37-702259.8	SSTM1SAGE1_J051542.33-702259.8	106622211	1006168999	1538901851	1529298405	1603359888	78.926563	-70.383285	99.999	99.999	20.389	0.079	16.765	0.04	13.721	0.041	12.31	0.02	11.24	0.01	10.53	0.02	9.796	0.022	10.016	0.017	10.078	0.021	9.486	0.024	9.356	0.041																																																																				
10428	SSTISAGEMA_J050439.40-660823.5	SSTM1SAGE1_J050439.45-660823.2	121149036	1003530891	1537678186	1529324058	0	76.1642	-66.139885	99.999	99.999	19.923	0.048	17.023	0.028	14.339	0.028	12.57	0.01	11.64	0.01	11.1	0.01	10.604	0.017	10.713	0.016	10.648	0.02	10.226	0.02	9.854	0.062																																																																				
22785	SSTISAGEMA_J052308.24-695304.9	SSTM1SAGE1_J052308.25-695304.5	107969564	1008030254	1539787734	1529294111	1620600527	80.784368	-69.884699	19.359	0.126	18.983	0.076	16.717	0.043	13.944	0.051	12.27	0.01	11.26	0.01	10.71	0.01	10.157	0.026	10.248	0.026	10.153	0.03	9.78	0.029	9.234	0.045																																																																				
3577726	SSTISAGEMA_J053122.94-694646.7		109517943	1010207523	1540764834	0	1624325077	82.845612	-69.779658	20.602	0.246	18.261	0.118	16.526	0.05	14.53	0.055	13.21	0.01	12.31	0.01	11.88	0.01	11.377	0.023	11.393	0.019	11.185	0.027	10.96	0.023	99.999	99.999																																																																				
7624	SSTISAGEMA_J050044.92-691422.3	SSTM1SAGE1_J050044.86-691422.3	121561562	1002714964	1537309348	1529319015	1612803318	75.187178	-69.239546	99.999	99.999	22.592	0.328	17.902	0.062	14.683	0.038	12.88	0.01	11.72	0.01	10.98	0.01	10.171	0.018	10.335	0.021	10.408	0.029	9.813	0.026	9.777	0.068																																																																				
18181	SSTISAGEMA_J051638.36-661856.5	SSTM1SAGE1_J051638.28-661856.5	117874270	1006413619	1539012890	1529314491	0	79.159873	-66.315715	99.999	99.999	19.581	0.032	16.525	0.028	13.887	0.056	12.24	0.01	11.17	0.01	10.6	0.02	9.965	0.018	10.147	0.017	10.12	0.022	9.626	0.02	9.703	0.05																																																																				
1783428	SSTISAGEMA_J051113.86-691606.9		123649517	1005072668	1538384212	0	1606046443	77.807764	-69.268607	99.999	99.999	19.611	0.138	17.018	0.044	13.853	0.263	12.396	0.023	11.42	0.02	10.72	0.023	10.208	0.028	10.311	0.021	10.251	0.029	9.755	0.029	99.999	99.999																																																																				
42504	SSTISAGEMA_J055636.12-675037.9	SSTM1SAGE1_J055636.08-675038.0	100513964	0	1542721905	1529280379	0	89.150511	-67.843863	20.104	0.28	20.239	0.055	17.267	0.044	13.43	0.033	11.891	0.021	10.681	0.024	10.039	0.023	9.525	0.025	9.629	0.02	9.655	0.026	9.063	0.026	8.648	0.029																																																																				
3307969	SSTISAGEMA_J052823.26-700941.2		108948034	1009400082	1540413144	0	1621195494	82.096949	-70.161466	99.999	99.999	18.955	0.06	16.405	0.07	13.884	0.057	12.43	0.01	11.45	0.01	10.91	0.01	10.358	0.022	10.457	0.02	10.426	0.023	9.975	0.023	99.999	99.999																																																																				
40147	SSTISAGEMA_J054818.90-671412.0	SSTM1SAGE1_J054818.89-671411.6	121699332	1014048000	1542323405	1529274770	0	87.078757	-67.236668	99.999	99.999	20.005	0.079	15.949	0.03	13.415	0.067	11.17	0.01	10.085	0.024	9.437	0.023	8.807	0.042	9.018	0.015	8.937	0.028	8.419	0.016	8.168	0.025																																																																				
35685	SSTISAGEMA_J054110.20-710749.1	SSTM1SAGE1_J054110.17-710749.4	117831203	1012697916	1541753625	1529320004	1629078213	85.292536	-71.130307	99.999	99.999	20.997	0.102	17.36	0.024	14.264	0.027	12.6	0.02	11.52	0.01	10.82	0.01	10.122	0.025	10.263	0.019	10.227	0.025	9.725	0.02	9.793	0.056																																																																				
3541	SSTISAGEMA_J045351.08-685623.4	SSTM1SAGE1_J045351.10-685623.0	121258477	1001444022	1536797998	1529294078	1614955670	73.462841	-68.939852	99.999	99.999	21.322	0.139	17.254	0.042	14.029	0.07	12.34	0.01	11.23	0.01	10.58	0.01	9.809	0.019	9.986	0.026	9.945	0.022	9.375	0.029	9.233	0.041																																																																				
7825	SSTISAGEMA_J050113.94-694504.8	SSTM1SAGE1_J050113.89-694506.2	121367178	1002809406	1537352072	1529363287	1613345026	75.308113	-69.75136	99.999	99.999	21.917	0.125	17.231	0.08	14.527	0.038	13.03	0.02	11.98	0.01	11.36	0.02	10.71	0.023	10.826	0.023	10.829	0.032	10.326	0.031	10.32	0.083																																																																				
51183	SSTISAGEMA_J052928.83-685339.6	SSTM1SAGE1_J052928.81-685339.9	0	1009692257	1540542660	1529280483	1622969278	82.370161	-68.894343	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.11	0.02	10.94	0.02	10.109	0.019	9.46	0.031	9.681	0.019	9.726	0.026	9.056	0.019	8.654	0.031																																																																				
1847	SSTISAGEMA_J044943.34-693019.0	SSTM1SAGE1_J044943.19-693018.9	116693370	1000811327	1536576188	1529294061	1616629949	72.430603	-69.505288	99.999	99.999	20.8	0.081	16.949	0.069	13.917	0.038	12.36	0.02	11.27	0.01	10.57	0.02	9.907	0.02	10.029	0.017	10.019	0.022	9.52	0.023	9.232	0.051																																																																				
20518	SSTISAGEMA_J051944.73-685149.8	SSTM1SAGE1_J051944.92-685149.6	107319464	1007180186	1539384045	1529318823	1601388539	79.936405	-68.863843	99.999	99.999	19.658	0.083	17.046	0.039	14.514	0.04	12.72	0.01	11.69	0.01	11.13	0.01	10.533	0.03	10.663	0.022	10.574	0.032	10.207	0.029	9.774	0.064																																																																				
8496	SSTISAGEMA_J050256.93-693845.8	SSTM1SAGE1_J050257.00-693845.9	120202236	1003160826	1537510491	1529308716	1610211576	75.737223	-69.646074	99.999	99.999	20.893	0.068	16.957	0.353	14.243	0.041	12.84	0.01	11.68	0.01	10.87	0.01	10.039	0.022	10.14	0.023	10.038	0.023	9.706	0.027	9.596	0.062																																																																				
27590	SSTISAGEMA_J052843.21-695719.5	SSTM1SAGE1_J052843.21-695719.9	114858668	1009489335	1540452604	1529305085	1619809478	82.180072	-69.955418	99.999	99.999	18.734	0.101	16.578	0.075	14.179	0.04	12.79	0.02	11.78	0.01	11.25	0.02	10.696	0.027	10.734	0.02	10.443	0.065	10.205	0.022	9.519	0.057																																																																				
3518998	SSTISAGEMA_J053043.31-700237.2		113100440	1010028357	1540687957	0	1624715935	82.680491	-70.043693	99.999	99.999	18.945	0.152	16.561	0.128	13.977	0.044	12.93	0.02	11.82	0.01	11.12	0.02	10.275	0.037	10.448	0.02	10.365	0.025	10.113	0.023	99.999	99.999																																																																				
17989	SSTISAGEMA_J051625.01-684926.8	SSTM1SAGE1_J051624.97-684927.7	106746217	1006360436	1538986325	1529309656	1601847719	79.10421	-68.824135	99.999	99.999	20.724	0.083	17.216	0.043	14.226	0.037	12.45	0.02	11.42	0.01	10.81	0.01	10.039	0.023	10.182	0.02	10.109	0.027	9.62	0.029	9.616	0.086																																																																				
18866	SSTISAGEMA_J051802.15-685526.5	SSTM1SAGE1_J051802.19-685526.3	116864742	1006756408	1539180429	1529310674	1601822678	79.50896	-68.924055	99.999	99.999	19.673	0.109	16.693	0.039	13.753	0.248	12.38	0.01	11.38	0.01	10.78	0.01	10.265	0.027	10.438	0.024	10.385	0.03	9.902	0.027	9.635	0.058																																																																				
25668	SSTISAGEMA_J052704.92-693606.8	SSTM1SAGE1_J052704.96-693606.4	119634369	1009058568	1540257391	1529274115	1620159283	81.770518	-69.60191	19.322	0.2	19.208	0.128	16.144	0.047	13.531	0.068	11.6	0.01	10.49	0.02	9.694	0.032	9.068	0.034	9.249	0.021	9.224	0.027	8.632	0.02	8.093	0.025																																																																				
14831	SSTISAGEMA_J051115.95-691837.8	SSTM1SAGE1_J051115.98-691838.2	105842181	1005080941	1538388125	1529284218	1606046445	77.816482	-69.310526	99.999	99.999	20.274	0.074	16.703	0.065	13.757	0.038	12.26	0.01	11.16	0.01	10.54	0.02	9.698	0.022	9.826	0.025	9.697	0.028	9.258	0.028	8.862	0.041																																																																				
32069	SSTISAGEMA_J053522.84-695642.8	SSTM1SAGE1_J053522.83-695642.8	121939849	1011272886	1541204096	1529317597	1623849583	83.845168	-69.945243	99.999	99.999	19.058	0.064	16.409	0.041	14.238	0.053	12.57	0.02	11.57	0.02	10.95	0.03	10.097	0.019	10.218	0.019	10.038	0.026	9.644	0.025	9.755	0.101																																																																				
15171	SSTISAGEMA_J051222.84-685613.0	SSTM1SAGE1_J051222.80-685613.1	106041003	1005361568	1538514920	1529290773	1605391211	78.095167	-68.936971	99.999	99.999	19.948	0.138	17.132	0.069	14.025	0.04	12.055	0.024	10.935	0.022	10.286	0.021	9.74	0.019	9.836	0.023	9.884	0.021	9.375	0.027	9.125	0.064																																																																				
16663	SSTISAGEMA_J051434.97-700231.2	SSTM1SAGE1_J051435.03-700231.5	106426271	1005896955	1538769626	1529305048	1606192727	78.645748	-70.042013	99.999	99.999	19.769	0.099	16.706	0.042	14.191	0.041	12.72	0.01	11.76	0.01	11.18	0.01	10.552	0.028	10.626	0.019	10.504	0.031	10.12	0.025	9.519	0.065																																																																				
81912	SSTISAGEMA_J052713.17-693344.3	SSTM1SAGE1_J052713.22-693344.2	0	1009094754	1540273830	1529335393	1620159293	81.804895	-69.562324	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.58	0.01	11.59	0.01	11.04	0.01	10.43	0.026	10.563	0.021	10.46	0.03	9.982	0.029	10.01	0.081																																																																				
41630	SSTISAGEMA_J055040.88-685551.1	SSTM1SAGE1_J055040.86-685550.6	112648089	1014418018	1542468845	1529289327	1632873163	87.670351	-68.930863	19.929	0.448	21.43	0.144	17.254	0.038	13.936	0.039	12.1	0.01	11.08	0.02	10.43	0.02	9.716	0.017	9.906	0.018	9.85	0.02	9.311	0.027	9.077	0.039																																																																				
7011075	SSTISAGEMA_J060626.87-663913.1		0	0	1542932237	0	0	91.61198	-66.653641	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.631	0.022	11.456	0.028	10.832	0.021	10.118	0.027	10.377	0.03	10.43	0.033	9.729	0.037	99.999	99.999																																																																				
