ID	IRAC_Designation	MIPS_Designation	MCPS_ID	IRSF_ID	IRAC_ID	MIPS_ID	OGLE_ID	RA	DEC	U	U_ERR	B	B_ERR	V	V_ERR	I	I_ERR	J	J_ERR	H	H_ERR	K	K_ERR	[3.6]	3.6ERR	[4.5]	4.5ERR	[5.8]	5.8ERR	[8.0]	8.0ERR	[24]	24ERR	ObjId	SSId	NAME	SpClass	RAJ2000	DEJ2000	AOR	PID	PI	Umag	Bmag	Vmag	Imag	OGLE3ID	<Vmag>	<Imag>	IAmp	Per	2MASS	J2mag	H2mag	Ks2mag	IRSF	Jmag	Hmag	Ksmag	IRAC	[3.6]2	[4.5]2	[5.8]2	[8.0]2	F3.6	F4.5	F5.8	F8.0	MIPS24	[24]	F24	MIPS70	[70]	F70	MIPS160	[160]	F160	HERSCHEL	RAHdeg	DEHdeg	F100P	F160P	F250S	F350S	F500S	mbolph	mbolMcD	TeffMcD	Flag	SSID	Name	SSTISAGE	MACHO	Per.1	Per2	u_Per	OGLE	PerO	Class	RAJ	DE
																																		190	190	        IRAS 05495-7034	    CAGB	87.2504	-70.5562	22447104	40159	      Kemper		21.666	21.084	20.852														SSTISAGEMA J054900.01-703322.5	15.4086	13.6831	11.3113	8.4635	0.0001928	0.0006044	0.0034	0.0267	SSTM1SAGE1 J054859.93-703322.6	2.4191	0.7725	SSTM2SAGECC J054900.31-703322.2	0.732	396.4				J87.249164-70.556065	87.2492	-70.5561	239.2	60.4				-5.21			0	190	IRAS 05495-7034          	MC J054900.01-703322.5							C-AGB          	05 49 00.12	-70 33 22.51
																																		9	9	        IRAS 04518-6852	    CAGB	72.9192	-68.793	22401024	40159	      Kemper																		SSTISAGEMA J045140.57-684734.6	12.6057	10.3824	8.6148	7.0365	0.002548	0.01264	0.0412	0.0995	SSTM1SAGE1 J045140.60-684734.8	4.1964	0.1503															-4.33			0												
																																		125	125	        IRAS 05315-7145	    CAGB	82.6853	-71.7167	22429440	40159	      Kemper	20.491	19.102	17.739	16.404						2MASS J05304471-7142593	15.348	14.658	14.5	05304474-7142594	15.43	14.8	14.6	SSTISAGEMA J053044.10-714300.6	13.8853	12.1979	10.224	7.8401	0.0007842	0.002374	0.0094	0.0474	SSTM1SAGE1 J053044.09-714300.9	2.7601	0.5643	SSTM2SAGECC J053044.28-714302.9	1.169	265.1				J82.683128-71.716888	82.6831	-71.7169	132.3					-4.92			0												
																																		198	4000	        IRAS 04286-6937	    CAGB	67.1257	-69.5139	10972672	3426	     Kastner										2MASS J04283018-6930502	16.345	13.87	11.858					SSTISAGEMA J042830.18-693050.3	8.7364	7.8061	6.9325	6.1812	0.08995	0.1356	0.194	0.2187	SSTM1SAGE1 J042830.09-693050.2	4.6665	0.0975															-5.05			0												
																																		199	4001	           MSX LMC 1008	    CAGB	68.2391	-69.4426	19012352	30788	       Sahai										2MASS J04325739-6926330			15.42					SSTISAGEMA J043257.37-692633.1	10.4022	8.8888	7.7021	6.6606	0.01939	0.05001	0.0955	0.1406	SSTM1SAGE1 J043257.37-692632.9	4.6346	0.1004															-4.77			0												
																																		200	4002	       OGLE LMC-LPV-265	    CAGB	68.4322	-70.1642	19012864	30788	       Sahai					OGLE-LMC-LPV-00265		18.8	1.984	442.1	2MASS J04334368-7009504	15.952	13.824	11.894					SSTISAGEMA J043343.66-700950.5	9.2964	8.565	7.924	7.3897	0.0537	0.06739	0.0778	0.0718	SSTM1SAGE1 J043343.68-700950.6	6.3671	0.0204															-4.45			0												
																																		201	4003		    CAGB	68.8503	-66.947	19012608	30788	       Sahai										2MASS J04352409-6656493	18.025	15.297	13.061														SSTM1SAGE1 J043523.99-665649.5	5.3551	0.0517															-3.72			0												
																																		202	4004	        IRAS 04374-6831	    CAGB	69.3448	-68.4177	10972928	3426	     Kastner										2MASS J04372272-6825033	16.334	13.762	11.554					SSTISAGEMA J043722.71-682503.3	9.3987	8.3648	7.511	6.7737	0.04888	0.08103	0.1138	0.1267	SSTM1SAGE1 J043722.68-682503.3	5.1015	0.0653															-5.07			0												
																																		206	4012	      OGLE LMC-LPV-1864	    CAGB	70.7389	-70.2071	19009024	30788	       Sahai					OGLE-LMC-LPV-01864		18.701	1.505	477.8	2MASS J04425732-7012257	15.074	13.043	11.378	04425732-7012259	15.65	13.45	11.54	SSTISAGEMA J044257.31-701225.7	9.0319	8.2818	7.6463	7.053	0.06852	0.08746	0.1005	0.098	SSTM1SAGE1 J044257.30-701226.0	6.0889	0.0263															-4.73			0												
																																		209	4016	        IRAS 04473-6829	    CAGB	71.8171	-68.4072	10958080	3426	     Kastner	19.517	19.46	19.207	18.111	OGLE-LMC-LPV-02999	19.195	17.428	1.661	624.1	2MASS J04471609-6824256	14.455	12.305	10.654	04471610-6824257	15.43	13.29	11.44	SSTISAGEMA J044716.09-682425.7	7.7056	6.9858	6.3229	5.7297	0.2324	0.2885	0.3401	0.3314	SSTM1SAGE1 J044716.10-682425.9	4.6396	0.0999															-5.67			0												
																																		223	4034	      OGLE LMC-LPV-4565	    CAGB	72.7957	-69.3373	11239168	3591	      Kemper					OGLE-LMC-LPV-04565	21.901	17.861	1.42	498.6	2MASS J04511096-6920146	14.234	12.32	10.817	04511095-6920146	12.55	11.04		SSTISAGEMA J045110.93-692014.6	8.1438	7.5	6.887	6.3516	0.1552	0.1797	0.2023	0.1869	SSTM1SAGE2 J045110.97-692014.9	5.5526	0.0431															-5.43			0												
																																		225	4037	      OGLE LMC-LPV-4601	    CAGB	72.8146	-68.6945	11239168	3591	      Kemper					OGLE-LMC-LPV-04601		18.033	2.086	565.6	2MASS J04511548-6841403	14.972	12.844	11.092	04511550-6841404	14.56	12.57	10.83	SSTISAGEMA J045115.44-684140.3	8.5276	7.7203	6.9724	6.2911	0.109	0.1467	0.187	0.1976	SSTM1SAGE1 J045115.44-684140.1	5.0936	0.0658															-5.44			0												
																																		236	4052	           MSX LMC 1213	    CAGB	73.0841	-68.7249	11239168	3591	      Kemper										2MASS J04522017-6843301		14.852	12.437	04522018-6843302	17.89	15.09	12.76	SSTISAGEMA J045220.15-684330.0	10.0314	8.9444	8.0827	7.3283	0.02729	0.04751	0.0672	0.076	SSTM1SAGE1 J045220.10-684330.3	5.8055	0.0341															-4.55			0												
																																		243	4062	        IRAS 04539-6821	    CAGB	73.4433	-68.2704	19010048	30788	       Sahai					OGLE-LMC-ECL-02357	18.611	18.553		23.751	2MASS J04534638-6816130		16.125	13.648	04534638-6816131	17.82	15.6	13.05	SSTISAGEMA J045346.39-681612.5	9.0961	7.9534	7.0169	6.1922	0.06459	0.1183	0.1795	0.2165	SSTM1SAGE1 J045346.36-681612.8	4.6219	0.1016															-4.8			0												
																																		247	4067	           MSX LMC 1100	    CAGB	73.5067	-65.0811	19009280	30788	       Sahai										2MASS J04540160-6504521	16.111	13.976	12.134					SSTISAGEMA J045401.58-650452.1	8.9698		7.7052		0.07255		0.0952		SSTM1SAGE1 J045401.59-650452.2	5.9167	0.0308															-4.93			0												
																																		261	4093	      OGLE LMC-LPV-6922	    CAGB	73.8286	-68.7751	11239168	3591	      Kemper					OGLE-LMC-LPV-06922		20.567	1.469	565.3	2MASS J04551887-6846306		14.987	12.76	04551886-6846307	16.62	14.15	12.01	SSTISAGEMA J045518.86-684630.5	9.0669	8.165	7.4121	6.747	0.06634	0.0974	0.1247	0.1299	SSTM1SAGE1 J045518.84-684630.8	5.3762	0.0507															-4.62			0												
																																		267	4100	        IRAS 04557-6753	    CAGB	73.9123	-67.8196	12929792	3505	        Wood	20.078	19.746	19.511	18.865						2MASS J04553898-6749107		14.492	12.397	04553898-6749106	17.46	14.8	12.51	SSTISAGEMA J045538.96-674910.6	8.5631	7.5334	6.6463	5.8308	0.1055	0.1743	0.2525	0.302	SSTM1SAGE1 J045538.97-674910.8	4.104	0.1637															-5.13			0												
																																		301	4139		    CAGB	74.6927	-68.3448	19010304	30788	       Sahai	17.243	17.355	16.622	15.973						2MASS J04584625-6820428	15.458	15.129	15.131	04584625-6820429	15.47	15.12	15.05	SSTISAGEMA J045846.02-682037.5	10.8717	8.9554	7.4753	6.1965	0.01259	0.04703	0.1177	0.2156	SSTM1SAGE1 J045846.00-682037.7	3.684	0.241															-3.94			0												
																																		310	4150	            MSX LMC 178	    CAGB	75.1346	-72.1506	19006464	30788	       Sahai										2MASS J05003226-7209023		14.78	12.587	05003228-7209024	18.63	15.83	13.38	SSTISAGEMA J050032.24-720902.3	9.3099	8.342	7.5295	6.8633	0.05304	0.08275	0.1119	0.1167	SSTM1SAGE1 J050032.24-720902.6	5.3003	0.0544															-4.74			0												
																																		313	4154	        IRAS 05010-6739	    CAGB	75.2538	-67.5899	10960384	3426	     Kastner	20.911	21.135	20.773	20.289	OGLE-LMC-LPV-11599		17.481	1.784	664	2MASS J05010087-6735236		14.543	12.204	05010088-6735237	15.92	13.55	11.43	SSTISAGEMA J050100.86-673523.6	8.8902	8.0644	7.2122	6.3976	0.07807	0.1068	0.1499	0.1792	SSTM1SAGE1 J050100.89-673523.6	4.9952	0.072															-5.49			0												
																																		314	4155	        IRAS 05009-6616	    CAGB	75.2684	-66.2112	12929536	3505	        Wood										2MASS J05010442-6612403		14.569	12.396	05010440-6612404	18.42	15.87	13.34	SSTISAGEMA J050104.39-661240.4	8.7532	7.6456	6.7871	6.0066	0.08857	0.1572	0.2218	0.2568	SSTM1SAGE1 J050104.39-661240.4	4.6124	0.1025															-5.31			0												
																																		318	4171		    CAGB	75.6312	-68.0934	25991680	50338	    Matsuura																		SSTISAGEMA J050231.49-680535.9	16.0772	12.7765	9.9461	7.339	0.0001041	0.001393	0.0121	0.0753	SSTM1SAGE1 J050231.52-680535.8	3.0736	0.4228	SSTM2SAGECC J050231.66-680536.5	2.165	105.9												-4.86			0												
																																		318	4172		    CAGB	75.6312	-68.0934	23889408	40650	      Looney																		SSTISAGEMA J050231.49-680535.9	16.0772	12.7765	9.9461	7.339	0.0001041	0.001393	0.0121	0.0753	SSTM1SAGE1 J050231.52-680535.8	3.0736	0.4228	SSTM2SAGECC J050231.66-680536.5	2.165	105.9												-4.8			0												
																																		325	4185	        IRAS 05042-6827	    CAGB	76.0233	-68.3945	23889408	40650	      Looney																		SSTISAGEMA J050405.59-682340.2	16.5072	13.1181	10.2661	7.7356	7.009E-05	0.001017	0.009	0.0522	SSTM1SAGE1 J050405.59-682340.4	3.6398	0.251															-4.33			0												
																																		332	4197	        IRAS 05053-6901	    CAGB	76.2703	-68.9636	25991168	50338	    Matsuura														05050481-6857485			17.5	SSTISAGEMA J050504.87-685748.3	11.9353	9.8267	8.1341	6.5998	0.004726	0.02108	0.0641	0.1487	SSTM1SAGE1 J050504.80-685747.9	3.8214	0.2123															-5.48			0												
																																		338	4206	        IRAS 05070-7020	    CAGB	76.6465	-70.2806	19005440	30788	       Sahai										2MASS J05063511-7016502		15.772	13.377	05063513-7016502		17.15	14.49	SSTISAGEMA J050635.13-701650.4	9.9616	8.7628	7.6517	6.5785	0.0291	0.05616	0.1	0.1517	SSTM1SAGE1 J050635.15-701650.4	4.0324	0.1748															-5.03			0												
																																		342	4211	     OGLE LMC-LPV-20689	    CAGB	77.1068	-68.9002	25990656	50338	    Matsuura					OGLE-LMC-LPV-20689	22.302	18.103	2.08	529.4					05082552-6853599	13.64	11.87	10.44	SSTISAGEMA J050825.51-685402.0	8.6434	8.0018	7.2611	6.5615	0.09799	0.1132	0.1433	0.1541	SSTM1SAGE1 J050825.47-685359.7	5.3705	0.051															-5.28			0												
																																		366	4240	     OGLE LMC-LPV-35322	    CAGB	77.8078	-67.6045	12937984	3505	        Wood					OGLE-LMC-LPV-25322		19.581	2.088	716.8	2MASS J05111388-6736161		14.773	12.491	05111388-6736162	17.05	14.8	12.68	SSTISAGEMA J051113.88-673616.3	8.5813	7.5263	6.5986	5.7595	0.1038	0.1754	0.2638	0.3225	SSTM1SAGE1 J051113.90-673616.3	4.1714	0.1538															-5.23			0												
																																		367	4241	            MSX LMC 219	    CAGB	77.8314	-68.7076	12939264	3505	        Wood										2MASS J05111953-6842277			13.833	05111953-6842277	17.85	15.05	12.41	SSTISAGEMA J051119.52-684227.7	8.75	7.6602	6.8249	6.0056	0.08883	0.155	0.2142	0.2571	SSTM1SAGE1 J051119.46-684227.9	4.3485	0.1307															-4.93			0												
																																		559	4481	            MSX LMC 679	    CAGB	82.2025	-69.8004	12931840	3505	        Wood										2MASS J05284861-6948013		14.573	12.482	05284859-6948012	17.29	14.66	12.42	SSTISAGEMA J052848.59-694801.1	10.1603	9.0906	8.1412	7.2779	0.02424	0.04152	0.0637	0.0796	SSTM1SAGE1 J052848.60-694801.0	5.4996	0.0453															-4.57			0												
																																		372	4246	        IRAS 05125-7035	    CAGB	78.0035	-70.5399	6078464	1094	      Kemper										2MASS J05120077-7032241			16.011	05120079-7032242			15.85	SSTISAGEMA J051200.80-703224.3	10.1686	8.3863	6.9571	5.6088	0.02405	0.07944	0.1896	0.3705	SSTM1SAGE1 J051200.77-703224.4	3.1517	0.3934															-5.47			0												
																																		377	4252	        IRAS 05132-6941	    CAGB	78.2131	-69.6306	12938752	3505	        Wood										2MASS J05125103-6937503		16.1	13.42	05125104-6937503	17.35	14.73	12.32	SSTISAGEMA J051251.01-693750.4	8.929	7.8784	6.9669	6.086	0.07533	0.1268	0.1879	0.2387	SSTM1SAGE1 J051250.96-693750.3	4.565	0.107															-4.9			0												
																																		412	4293	            MSX LMC 349	    CAGB	79.3624	-68.9163	12938240	3505	        Wood										2MASS J05172696-6854584			13.919	05172695-6854585		15.94	13.11	SSTISAGEMA J051726.96-685458.5	9.7466	8.5371	7.5451	6.7277	0.03548	0.06914	0.1103	0.1322	SSTM1SAGE1 J051727.00-685458.1	4.9335	0.0762															-4.79			0												
																																		418	4299	        IRAS 05187-7033	    CAGB	79.5488	-70.5075	23887872	40650	      Looney		20.975	20.876	20.111														SSTISAGEMA J051811.70-703027.0	15.1578	12.2262	9.8761	7.6766	0.0002429	0.002313	0.0129	0.0552	SSTM1SAGE1 J051811.74-703027.0	2.7858	0.5511	SSTM2SAGECC J051811.68-703029.1	1.587	180.4												-5			0												
																																		422	4308	        IRAS 05191-6936	    CAGB	79.7016	-69.5596	23886336	40650	      Looney														05184830-6933356	17.27	16.77	16.66	SSTISAGEMA J051848.35-693334.7	15.0508	12.3417	9.7032	7.1809	0.0002681	0.002079	0.0151	0.0871	SSTM1SAGE1 J051848.45-693334.4	3.3417	0.3303															-4.55			0												
																																		423	4309	        IRAS 05190-6748	    CAGB	79.7344	-67.7513	12938496	3505	        Wood										2MASS J05185626-6745043			13.097	05185627-6745045		17.26	14.04	SSTISAGEMA J051856.25-674504.5	8.6773	7.3164	6.2006	5.2107	0.09498	0.2128	0.3806	0.5345	SSTM1SAGE1 J051856.25-674504.3	3.1655	0.3885															-5.6			0												
																																		446	4339	            MSX LMC 341	    CAGB	80.2518	-69.3486	12937728	3505	        Wood										2MASS J05210037-6920552		15.92	13.151	05210040-6920554	18.36	15.65	13.18	SSTISAGEMA J052100.38-692055.3	9.386	8.2604	7.3632	6.5853	0.04945	0.0892	0.1304	0.1507	SSTM1SAGE1 J052100.39-692055.4	4.9142	0.0776															-4.56			0												
																																		480	4376		    CAGB	80.6835	-69.6411	12937472	3505	        Wood	15.795	16.496	15.042	14.132						2MASS J05224399-6938280	12.597	11.333	10.201	05224400-6938281	12.56	11.51	10.51	SSTISAGEMA J052243.99-693828.0	8.7522	8.1232	7.5384	6.9496	0.08864	0.1012	0.111	0.1078	SSTM1SAGE1 J052244.01-693827.9	5.0623	0.0677															-5.38			0												
																																		488	4385	     OGLE LMC-LPV-48923	    CAGB	80.7881	-69.2964	12936960	3505	        Wood		20.934	19.649	16.317	OGLE-LMC-LPV-48923	21.967	16.777	1.552	438.6					05230907-6917468	13.71	12.1	10.72	SSTISAGEMA J052309.04-691746.9	9.2566	8.5552	8.1737	7.5915	0.0557	0.06799	0.0618	0.0597	SSTM1SAGE1 J052309.01-691747.0	6.5067	0.0179															-4.72			0												
																																		506	4408	            MSX LMC 443	    CAGB	81.2738	-70.1697	12935936	3505	        Wood										2MASS J05250568-7010106		13.72	11.536	05250569-7010107	17.47	14.95	12.76	SSTISAGEMA J052505.70-701010.6	8.9861	8.0114	7.2764	6.6064	0.07147	0.1122	0.1413	0.1478	SSTM1SAGE1 J052505.63-701011.3	5.1286	0.0637															-4.62			0												
																																		510	4415	        IRAS 05260-7010	    CAGB	81.4193	-70.1409	23886336	40650	      Looney														05254064-7008279	17.77	17.25	17.08	SSTISAGEMA J052540.68-700827.0	15.938	13.1487	10.4355	7.8573	0.0001184	0.0009888	0.0077	0.0467	SSTM1SAGE1 J052540.65-700827.0	3.8057	0.2154															-4.03			0												
																																		514	4421	     OGLE LMC-LPV-54635	    CAGB	81.4664	-68.7762	25992192	50338	    Matsuura		23.07	22.297		OGLE-LMC-LPV-54635		19.313	1.824	641.9	2MASS J05255184-6846342			13.727	05255186-6846343	16.18	13.85	11.71	SSTISAGEMA J052551.84-684634.2	9.0889	8.0075	7.0294	6.1773	0.06501	0.1126	0.1774	0.2195	SSTM1SAGE1 J052551.85-684634.0	4.6847	0.0959															-5.23			0												
																																		523	4435	            MSX LMC 774	    CAGB	81.5965	-69.189	11238912	3591	      Kemper										2MASS J05262309-6911202		15.084	12.72	05262311-6911202	17.61	14.8	12.46	SSTISAGEMA J052623.10-691120.2	9.3771	8.2776	7.3219	6.4748	0.04986	0.0878	0.1355	0.1669	SSTM1SAGE1 J052623.13-691120.1	4.7286	0.0921															-4.79			0												
																																		538	4451	        IRAS 05278-6942	    CAGB	81.8506	-69.6625	12932864	3505	        Wood	20.53	20.518	20.351	19.464						2MASS J05272411-6939449			12.345	05272411-6939449		15.77	12.7	SSTISAGEMA J052724.12-693945.0	8.4461	7.1771	6.0419	5.0646	0.1175	0.242	0.4405	0.6115	SSTM1SAGE1 J052724.13-693944.7	3.1285	0.4019															-6.3			0												
																																		547	4463	     OGLE LMC-LPV-69349	    CAGB	82.0478	-70.5663	12932352	3505	        Wood					OGLE-LMC-LPV-59349		17.291	1.267	467.3	2MASS J05281148-7033586	15.979	13.698	11.886	05281149-7033587	14.6	12.77	11.25	SSTISAGEMA J052811.45-703358.7	8.8774	8.2932	7.7701	7.253	0.07899	0.08655	0.0897	0.0815	SSTM1SAGE1 J052811.45-703358.6	6.3491	0.0207															-4.59			0												
																																		553	4469		    CAGB	82.1675	-66.2317	12933888	3505	        Wood										2MASS J05284016-6613542			11.734	05284019-6613542	16.21	14.21	12.3	SSTISAGEMA J052840.16-661354.2	8.654	8.028	7.4757	6.9996	0.09704	0.1105	0.1176	0.1029	SSTM1SAGE1 J052840.18-661354.0	6.3919	0.0199															-4.83			0												
																																		555	4476		    CAGB	82.1856	-66.2347	12933376	3505	        Wood	16.352	16.525	15.604	12.126						2MASS J05284449-6614039	11.49	10.343	9.676	05284450-6614039	11.58	10.41		SSTISAGEMA J052844.49-661403.9	8.9829	9.1507	9.1674	8.4993	0.07168	0.03929	0.0248	0.0259	SSTM1SAGE1 J052844.47-661403.8	8.178	0.0038															-5.65			0												
																																		555	4477		    CAGB	82.1856	-66.2347	12935168	3505	        Wood	16.352	16.525	15.604	12.126						2MASS J05284449-6614039	11.49	10.343	9.676	05284450-6614039	11.58	10.41		SSTISAGEMA J052844.49-661403.9	8.9829	9.1507	9.1674	8.4993	0.07168	0.03929	0.0248	0.0259	SSTM1SAGE1 J052844.47-661403.8	8.178	0.0038															-5.65			0												
																																		557	4479	        IRAS 05287-6616	    CAGB	82.1965	-66.2373	12934400	3505	        Wood										2MASS J05284719-6614135		14.98		05284716-6614142	16.03	14.6	12.39	SSTISAGEMA J052847.15-661414.0	9.8765	8.8229	7.9764	7.2549	0.03148	0.05314	0.0742	0.0813	SSTM1SAGE1 J052847.15-661414.2	5.5132	0.0447															-4.43			0												
																																		564	4488	                GRRV 38	    CAGB	82.2818	-66.9709	12929280	3505	        Wood		19.823	18.14	14.503						2MASS J05290759-6658149	12.451	10.911	9.908	05290760-6658151	12.58	11.12		SSTISAGEMA J052907.58-665815.1	8.6886	8.4095	8.1807	7.9334	0.094	0.07775	0.0614	0.0435	SSTM1SAGE1 J052907.57-665815.4	7.1359	0.01															-5.19			0												
																																		565	4489	        IRAS 05305-7251	    CAGB	82.4079	-72.8314	23885312	40650	      Looney																		SSTISAGEMA J052937.88-724952.9	13.6793	11.0483	8.9838	7.1208	0.0009481	0.006843	0.0293	0.092	SSTM1SAGE1 J052937.91-724953.2	3.8682	0.2034															-4.28			0												
																																		567	4491	        IRAS 05300-6651	    CAGB	82.5162	-66.8234	6024704	200	       Houck										2MASS J05300389-6649242		14.8	12.247	05300389-6649241	17.65	15.06	12.66	SSTISAGEMA J053003.88-664924.2	8.9709	7.8819	6.9713	6.1589	0.07248	0.1264	0.1872	0.2232	SSTM1SAGE1 J053003.94-664924.4	4.4688	0.117															-5.04			0												
																																		568	4492		    CAGB	82.5235	-70.5097	19005696	30788	       Sahai	19.496	18.969	18.029	16.868						2MASS J05300556-7030343	16.12	15.606	15.491	05300557-7030345	16.14	15.59	15.52										-99																	-3.89			0												
																																		607	4540	     OGLE LMC-LPV-68154	    CAGB	83.2344	-68.2135	10967296	3426	     Kastner	20.895	20.806	20.98		OGLE-LMC-LPV-68154	20.412	16.312	0.81	281.5	2MASS J05325618-6812487	12.162	10.526	9.322	05325617-6812487	13.44	11.6		SSTISAGEMA J053256.19-681248.8	7.7745	7.1433	6.6864	6.2865	0.2182	0.2496	0.2433	0.1985	SSTM1SAGE1 J053256.14-681248.6	6.1944	0.0239															-6.01			0												
																																		616	4556	        IRAS 05348-7024	    CAGB	83.5668	-70.3813	6024448	200	       Houck										2MASS J05341598-7022524		15.488	12.851	05341600-7022526		15.9	13.08	SSTISAGEMA J053415.97-702252.6	9.0779	7.7914	6.7341	5.7613	0.06567	0.1374	0.2329	0.3219	SSTM1SAGE1 J053415.93-702252.4	4.0409	0.1735															-5.39			0												
																																		620	4562	            MSX LMC 743	    CAGB	83.7239	-70.4902	12930816	3505	        Wood										2MASS J05345373-7029247			13.274	05345372-7029247		16.33	13.72	SSTISAGEMA J053453.75-702924.7	9.1223	8.029	7.2213	6.4952	0.06304	0.1104	0.1487	0.1638	SSTM1SAGE1 J053453.76-702924.8	4.9277	0.0766															-4.63			0												
																																		623	4564	            MSX LMC 787	    CAGB	83.7345	-69.1546	11238912	3591	      Kemper		21.258	19.89	18.572						2MASS J05345621-6909165		14.855	12.531	05345620-6909167	17.32	14.59	12.28	SSTISAGEMA J053456.19-690916.7	8.9358	8.0006	7.229	6.5072	0.07485	0.1133	0.1476	0.162	SSTM1SAGE1 J053456.21-690916.5	4.8453	0.0827															-4.92			0												
																																		626	4567	     OGLE LMC-LPV-72180	    CAGB	83.8325	-69.8128	11239424	3591	      Kemper		20.762	17.496	14.095						2MASS J05352000-6948458	12.342	11.085	10.346	05352001-6948458	12.21	11.02		SSTISAGEMA J053520.04-694845.7	9.5208	9.4886	9.2432	8.7794	0.04368	0.02878	0.0231	0.02																		-5.03			0												
																																		634	4589	            MSX LMC 862	    CAGB	83.9156	-65.3323	19008512	30788	       Sahai										2MASS J05353972-6519564	15.897	13.771	11.873					SSTISAGEMA J053539.72-651956.4	9.0221	8.3636	7.8436	7.3099	0.06914	0.08111	0.0838	0.0773	SSTM1SAGE2 J053539.77-651956.4	6.2749	0.0222															-4.75			0												
																																		638	4593	        IRAS 05360-6648	    CAGB	84.0054	-66.7776	12936704	3505	        Wood										2MASS J05360123-6646396		16.069	13.281	05360123-6646397		16.42	13.76	SSTISAGEMA J053601.22-664639.4	9.6994	8.4449	7.4806	6.6461	0.03705	0.07526	0.1171	0.1425	SSTM1SAGE1 J053601.22-664638.8	4.8346	0.0835															-4.51			0												
																																		642	4600	            MSX LMC 721	    CAGB	84.1005	-72.6924	19008000	30788	       Sahai										2MASS J05362414-7241325		16.917	13.968					SSTISAGEMA J053624.12-724132.6	9.8834	8.6338	7.6472	6.7673	0.03128	0.06324	0.1004	0.1275	SSTM1SAGE1 J053624.16-724132.5	5.2013	0.0596															-4.91			0												
																																		645	4604	     OGLE LMC-LPV-74022	    CAGB	84.1531	-69.7895	12930304	3505	        Wood					OGLE-LMC-LPV-74022	22.334	17.861	1.691	532.3	2MASS J05363671-6947226	13.484	11.995	10.67	05363676-6947224	14.28	12.3		SSTISAGEMA J053636.82-694722.4	9.0209	8.2523	7.5531	6.9261	0.06921	0.08987	0.1095	0.1101	SSTM1SAGE1 J053636.67-694722.6	5.8002	0.0343															-5.16			0												
																																		697	4692	            MSX LMC 971	    CAGB	84.966	-70.0214	11239424	3591	      Kemper		21.308	19.846	18.614						2MASS J05395184-7001170			14.208	05395190-7001172	17.6	16.3	13.8	SSTISAGEMA J053951.81-700117.0	10.2653	8.9084	7.836	6.8477	0.022	0.04911	0.0844	0.1184	SSTM1SAGE1 J053951.84-700117.2	5.0081	0.0712															-4.43			0												
																																		716	4717	           MSX LMC 1400	    CAGB	85.086	-66.2456	12813056	3426	     Kastner										2MASS J05402057-6614442	16.591	13.875	11.742	05402059-6614443	17	14.33	12.01	SSTISAGEMA J054020.61-661444.3	9.0096	7.9276	7.0142	6.1842	0.06994	0.1212	0.1799	0.2181	SSTM1SAGE1 J054020.60-661444.4	4.4904	0.1147															-4.92			0												
																																		751	4759	        IRAS 05446-6945	    CAGB	86.0569	-69.7384	11239424	3591	      Kemper										2MASS J05441368-6944183		16.22	13.829	05441369-6944183	18.27	15.35	12.84	SSTISAGEMA J054413.76-694418.3	9.3401	7.9641	6.8475	5.8482	0.05159	0.1172	0.2098	0.2972	SSTM1SAGE1 J054413.72-694418.4	3.8631	0.2043															-4.94			0												
																																		766	4779	        IRAS 05506-7053	    CAGB	87.4858	-70.8867	19005952	30788	       Sahai										2MASS J05495652-7053117		15.351	12.455	05495654-7053118		17.78	14.82	SSTISAGEMA J054956.56-705311.8	9.0599	7.6108	6.4617	5.3794	0.06677	0.1623	0.2993	0.4576	SSTM1SAGE1 J054956.48-705311.9	3.4224	0.3066	SSTM2SAGECC J054956.15-705313.9	2.465	80.38												-5.72			0												
																																		768	4781	        IRAS 05509-6956	    CAGB	87.6091	-69.9342	23887360	40650	      Looney																		SSTISAGEMA J055026.10-695603.2	14.8848	11.8058	9.3009	7.0041	0.0003123	0.003406	0.0219	0.1025	SSTM1SAGE1 J055026.12-695603.1	3.1055	0.4105	SSTM2SAGECC J055026.53-695603.5	2.241	98.72												-5.12			0												
																																		768	4782	        IRAS 05509-6956	    CAGB	87.6091	-69.9342	25991424	50338	    Matsuura																		SSTISAGEMA J055026.10-695603.2	14.8848	11.8058	9.3009	7.0041	0.0003123	0.003406	0.0219	0.1025	SSTM1SAGE1 J055026.12-695603.1	3.1055	0.4105	SSTM2SAGECC J055026.53-695603.5	2.241	98.72												-4.83			0												
																																		769	4783	        IRAS 05516-7124	    CAGB	87.7082	-71.3933	19010560	30788	       Sahai										2MASS J05504991-7123356		15.168	12.703	05504990-7123357	18.11	15.45	12.97	SSTISAGEMA J055049.88-712335.6	9.2347	8.0319	7.0361	6.132	0.05684	0.1101	0.1763	0.2288	SSTM1SAGE1 J055049.90-712335.4	4.5004	0.1136															-5.17			0												
																																		773	4794	        IRAS 05568-6753	    CAGB	89.1616	-67.8928	10974208	3426	     Kastner										2MASS J05563874-6753338			15.873					SSTISAGEMA J055638.76-675333.8	11.8502	9.6132	7.8074	6.0715	0.00511	0.02566	0.0866	0.2419	SSTM1SAGE1 J055638.72-675334.3	3.1418	0.397	SSTM2SAGECC J055639.13-675333.7	2.56	73.64												-5.69			0												
